Date,Open,Close,Predicted_Open,%_error
01-01-2020,751.6251419,745.4520264,745.8262567,0.77%
02-01-2020,746.7463372,753.6661987,754.0131633,-0.97%
03-01-2020,749.8827529,739.7269897,740.1202236,1.30%
06-01-2020,736.2421607,720.1124268,720.5707685,2.13%
07-01-2020,724.8418016,722.6015625,723.0516419,0.25%
08-01-2020,712.1471227,721.3569946,721.8112052,-1.36%
09-01-2020,730.3677373,739.6273804,740.0209449,-1.32%
10-01-2020,739.7767532,736.8395386,737.2423569,0.34%
13-01-2020,736.789685,734.2009888,734.6125654,0.30%
14-01-2020,736.7897043,744.6554565,745.032331,-1.12%
15-01-2020,743.8091243,743.0623779,743.4445404,0.05%
16-01-2020,743.261603,734.1015015,734.5134084,1.18%
17-01-2020,731.6620449,736.6901855,737.0934997,-0.74%
20-01-2020,739.7269618,724.0452881,724.4905752,2.06%
21-01-2020,723.1989799,714.4869385,714.9639533,1.14%
22-01-2020,713.8895424,709.508606,710.0021456,0.54%
23-01-2020,721.9045588,719.8634644,720.3226325,0.22%
24-01-2020,720.2617245,734.2009888,734.6125654,-1.99%
27-01-2020,729.2725459,737.0386963,737.4408536,-1.12%
28-01-2020,735.1967257,733.9521484,734.3645511,0.11%
29-01-2020,736.7897575,732.0603638,732.4790459,0.59%
30-01-2020,732.5581221,727.729187,728.1622459,0.60%
31-01-2020,731.5127062,726.1361084,726.5744553,0.68%
03-02-2020,701.642888,705.8744507,706.3800535,-0.68%
04-02-2020,709.3592679,711.8981934,712.3838011,-0.43%
05-02-2020,716.3288548,720.9088745,721.3645725,-0.70%
06-02-2020,724.2942034,733.7529907,734.1660544,-1.36%
07-02-2020,733.5040188,744.9043579,745.2804062,-1.61%
10-02-2020,743.0624023,737.8849487,738.284297,0.64%
11-02-2020,739.7767324,746.6965942,747.0666934,-0.99%
12-02-2020,748.7377317,751.9736328,752.3262156,-0.48%
13-02-2020,747.8415188,744.5558472,744.9330523,0.39%
14-02-2020,744.8545845,733.3049316,733.7194826,1.49%
17-02-2020,734.2010545,735.1967163,735.6049878,-0.19%
18-02-2020,734.5495355,730.4673462,730.8913162,0.50%
19-02-2020,737.4369158,737.835144,738.2346576,-0.11%
20-02-2020,739.5278422,741.071106,741.4598782,-0.26%
24-02-2020,734.7486288,722.3028564,722.7539273,1.63%
25-02-2020,726.2357054,725.588501,726.0286656,0.03%
26-02-2020,722.1534681,726.2357178,726.6737341,-0.63%
27-02-2020,725.5387694,732.6577148,733.0744142,-1.04%
28-02-2020,715.7812948,694.2749634,694.8190691,2.93%
02-03-2020,706.222835,681.2317505,681.8191514,3.46%
