Date,Open,Close,Predicted_Open,%_error
09-06-2020,1337.907746,1300.22168,1306.671636,-2.33%
10-06-2020,1300.570528,1328.236938,1334.333521,2.60%
11-06-2020,1329.981806,1294.788086,1301.30658,-2.16%
12-06-2020,1236.264904,1275.945068,1282.701241,3.76%
15-06-2020,1266.174479,1245.138062,1252.282822,-1.10%
16-06-2020,1272.156463,1272.954102,1279.748001,0.60%
17-06-2020,1265.626106,1240.053467,1247.262362,-1.45%
18-06-2020,1236.264801,1299.42395,1305.883969,5.63%
19-06-2020,1300.07202,1298.576538,1305.047246,0.38%
22-06-2020,1305.854733,1351.267456,1357.073541,3.92%
23-06-2020,1350.91848,1385.713379,1391.084976,2.97%
24-06-2020,1387.806891,1339.851807,1345.801884,-3.03%
25-06-2020,1332.972777,1377.538086,1383.012803,3.75%
26-06-2020,1375.843193,1336.063354,1342.061218,-2.46%
29-06-2020,1332.075248,1351.566406,1357.36872,1.90%
30-06-2020,1360.78872,1356.352051,1362.094,0.10%
01-07-2020,1315.026918,1352.663208,1358.451687,3.30%
02-07-2020,1354.058989,1347.92749,1353.775704,-0.02%
03-07-2020,1355.803769,1349.722168,1355.547744,-0.02%
06-07-2020,1365.873313,1363.779663,1369.427924,0.26%
07-07-2020,1365.873146,1364.128418,1369.772279,0.29%
08-07-2020,1363.879357,1348.675293,1354.514074,-0.69%
09-07-2020,1351.666257,1364.028931,1369.674047,1.33%
10-07-2020,1359.293127,1345.2854,1351.16694,-0.60%
13-07-2020,1355.903403,1331.5271,1337.582182,-1.35%
14-07-2020,1324.797285,1294.38916,1300.912686,-1.80%
15-07-2020,1302.464882,1286.114258,1292.74216,-0.75%
16-07-2020,1284.718293,1318.665771,1324.883081,3.13%
17-07-2020,1313.032821,1323.451294,1329.608241,1.26%
20-07-2020,1325.99375,1315.076782,1321.339362,-0.35%
21-07-2020,1321.108582,1354.906494,1360.666677,2.99%
22-07-2020,1360.888316,1338.306519,1344.276088,-1.22%
23-07-2020,1335.96365,1369.911133,1375.482053,2.96%
24-07-2020,1355.903226,1345.93335,1351.806717,-0.30%
27-07-2020,1360.888397,1318.616089,1324.834025,-2.65%
28-07-2020,1326.093418,1379.880981,1385.326146,4.47%
29-07-2020,1380.828101,1385.264648,1390.641906,0.71%
30-07-2020,1390.897678,1380.828125,1386.261343,-0.33%
31-07-2020,1370.858123,1361.635986,1367.311286,-0.26%
03-08-2020,1351.91542,1304.608398,1311.003023,-3.03%
04-08-2020,1316.023983,1319.962036,1326.162995,0.77%
05-08-2020,1327.987828,1330.181152,1336.253212,0.62%
06-08-2020,1340.948619,1336.063354,1342.061218,0.08%
07-08-2020,1337.459189,1338.456177,1344.423858,0.52%
10-08-2020,1344.936568,1356.102783,1361.847877,1.26%
11-08-2020,1368.864224,1360.489502,1366.179263,-0.20%
12-08-2020,1345.933635,1331.078491,1337.139232,-0.65%
13-08-2020,1337.857981,1332.224976,1338.271255,0.03%
14-08-2020,1333.521026,1303.511597,1309.920056,-1.77%
17-08-2020,1316.123516,1323.551147,1329.706835,1.03%
18-08-2020,1314.628089,1365.22522,1370.855247,4.28%
19-08-2020,1368.21627,1351.516724,1357.319664,-0.80%
20-08-2020,1338.954744,1334.318726,1340.338595,0.10%
21-08-2020,1337.9575,1335.365356,1341.372024,0.26%
24-08-2020,1343.540818,1383.071411,1388.476333,3.34%
25-08-2020,1387.806992,1395.882568,1401.125895,0.96%
26-08-2020,1405.752789,1432.372314,1437.155373,2.23%
27-08-2020,1436.6594,1415.722656,1420.715728,-1.11%
28-08-2020,1405.752689,1462.680664,1467.081425,4.36%
31-08-2020,1483.517928,1397.128906,1402.356512,-5.47%
01-09-2020,1415.57306,1426.340576,1431.199717,1.10%
02-09-2020,1420.70764,1419.212158,1424.161214,0.24%
03-09-2020,1429.481142,1392.492798,1397.778882,-2.22%
04-09-2020,1375.843046,1375.892944,1381.388413,0.40%
07-09-2020,1374.8462,1364.627075,1370.264647,-0.33%
08-09-2020,1367.767562,1346.631348,1352.49591,-1.12%
09-09-2020,1338.954616,1322.155396,1328.328689,-0.79%
10-09-2020,1325.993762,1315.525391,1321.782312,-0.32%
11-09-2020,1313.032889,1326.342651,1332.463128,1.48%
14-09-2020,1332.972651,1300.769897,1307.212939,-1.93%
15-09-2020,1304.159803,1319.962036,1326.162995,1.69%
16-09-2020,1320.011786,1321.407593,1327.590318,0.57%
17-09-2020,1311.039027,1301.168823,1307.606833,-0.26%
18-09-2020,1309.144737,1273.253174,1280.043301,-2.22%
21-09-2020,1272.156543,1283.970825,1290.625764,1.45%
22-09-2020,1284.170187,1266.7229,1273.595398,-0.82%
23-09-2020,1276.194245,1271.558228,1278.369734,0.17%
24-09-2020,1263.183504,1242.346436,1249.526408,-1.08%
25-09-2020,1251.269488,1249.275513,1256.368085,0.41%
28-09-2020,1254.210668,1274.848267,1281.618274,2.19%
29-09-2020,1282.923935,1259.444824,1266.409124,-1.29%
30-09-2020,1259.444842,1264.379883,1271.281934,0.94%
01-10-2020,1276.144425,1301.119019,1307.557656,2.46%
05-10-2020,1306.054017,1310.640137,1316.958679,0.83%
06-10-2020,1321.008784,1334.218872,1340.240001,1.46%
07-10-2020,1335.864005,1320.709717,1326.901245,-0.67%
08-10-2020,1322.504404,1316.123657,1322.373032,-0.01%
09-10-2020,1319.014803,1315.874268,1322.126788,0.24%
12-10-2020,1323.999804,1308.945313,1315.285233,-0.66%
13-10-2020,1315.674964,1340.898682,1346.835554,2.37%
14-10-2020,1331.227982,1349.273438,1355.104674,1.79%
15-10-2020,1349.273589,1305.605591,1311.987637,-2.76%
16-10-2020,1304.558612,1332.52417,1338.566675,2.61%
19-10-2020,1345.933574,1372.553101,1378.090696,2.39%
20-10-2020,1367.568169,1364.677002,1370.313944,0.20%
21-10-2020,1370.858224,1389.103149,1394.431989,1.72%
22-10-2020,1383.819045,1388.853882,1394.185866,0.75%
23-10-2020,1395.782928,1378.884033,1384.341773,-0.82%
26-10-2020,1394.785974,1412.63208,1417.664135,1.64%
27-10-2020,1448.124753,1582.867676,1585.752444,9.50%
28-10-2020,1570.255788,1546.677002,1550.018265,-1.29%
29-10-2020,1527.385243,1566.168091,1569.263501,2.74%
30-10-2020,1569.258618,1542.73877,1546.129708,-1.47%
02-11-2020,1550.31594,1575.938477,1578.910647,1.84%
03-11-2020,1576.237661,1588.799683,1591.609627,0.98%
04-11-2020,1584.21374,1625.788086,1628.131472,2.77%
05-11-2020,1638.050872,1670.403076,1672.183706,2.08%
06-11-2020,1654.99969,1712.874878,1714.119785,3.57%
09-11-2020,1724.788739,1722.944336,1724.06223,-0.04%
10-11-2020,1725.785845,1747.669678,1748.475696,1.31%
11-11-2020,1768.656405,1802.404419,1802.520034,1.91%
12-11-2020,1793.580941,1749.464233,1750.247616,-2.42%
13-11-2020,1744.628987,1757.988647,1758.664506,0.80%
14-11-2020,1768.606336,1765.216675,1765.801362,-0.16%
17-11-2020,1766.462916,1791.238037,1791.494501,1.42%
18-11-2020,1786.103617,1825.085815,1824.915336,2.17%
19-11-2020,1813.520675,1820.848511,1820.731479,0.40%
20-11-2020,1814.517764,1883.70874,1882.798814,3.76%
23-11-2020,1886.699644,1892.133179,1891.11699,0.23%
24-11-2020,1890.288835,1919.101807,1917.745446,1.45%
25-11-2020,1933.159307,1856.839844,1856.268832,-3.98%
26-11-2020,1869.352164,1883.409668,1882.503514,0.70%
27-11-2020,1889.29194,1901.355469,1900.222953,0.58%
01-12-2020,1924.186374,1870.199463,1869.459938,-2.84%
02-12-2020,1874.336949,1808.735107,1808.77087,-3.50%
03-12-2020,1830.469464,1815.514648,1815.464896,-0.82%
04-12-2020,1822.493573,1840.688599,1840.321312,0.98%
07-12-2020,1843.878888,1815.06604,1815.021947,-1.57%
08-12-2020,1826.780763,1828.276245,1828.065523,0.07%
09-12-2020,1830.569201,1877.876343,1877.039984,2.54%
10-12-2020,1894.276786,1897.566895,1896.482167,0.12%
11-12-2020,1887.796361,1914.615356,1913.315586,1.35%
14-12-2020,1928.174562,1933.508423,1931.970342,0.20%
15-12-2020,1942.132169,1945.272705,1943.586235,0.07%
16-12-2020,1959.081029,1946.668579,1944.964502,-0.72%
17-12-2020,1959.080945,1959.529541,1957.66324,-0.07%
