Date,Open,Close,Predicted_Open,%_error
01-01-2020,1225.028642,1227.428589,1229.334489,-0.35%
02-01-2020,1227.812607,1235.252441,1237.105778,-0.76%
03-01-2020,1230.884475,1217.636841,1219.608526,0.92%
06-01-2020,1209.573164,1191.285522,1193.434247,1.33%
07-01-2020,1208.517131,1210.149048,1212.171039,-0.30%
08-01-2020,1197.045207,1206.981079,1209.024354,-1.00%
09-01-2020,1214.372959,1220.516846,1222.469182,-0.67%
10-01-2020,1232.708373,1231.36438,1233.243838,-0.04%
13-01-2020,1231.364494,1234.532471,1236.390644,-0.41%
14-01-2020,1237.412345,1237.892334,1239.727934,-0.19%
15-01-2020,1234.916517,1232.852539,1234.721999,0.02%
16-01-2020,1230.740598,1236.116455,1237.963986,-0.59%
17-01-2020,1230.452604,1226.996704,1228.905506,0.13%
20-01-2020,1252.628006,1204.677124,1206.735878,3.66%
21-01-2020,1199.973341,1194.549438,1196.676235,0.27%
22-01-2020,1198.10137,1191.189453,1193.338823,0.40%
23-01-2020,1190.373424,1195.029297,1197.152869,-0.57%
24-01-2020,1196.133377,1194.741455,1196.866961,-0.06%
27-01-2020,1185.573577,1164.645996,1166.973696,1.57%
28-01-2020,1170.021916,1174.245728,1176.508933,-0.55%
29-01-2020,1176.261822,1186.389526,1188.571144,-1.05%
30-01-2020,1189.365442,1176.981812,1179.226634,0.85%
31-01-2020,1182.165598,1177.221802,1179.465012,0.23%
03-02-2020,1149.094241,1145.062378,1147.521649,0.14%
04-02-2020,1150.0543,1180.581665,1182.802303,-2.85%
05-02-2020,1185.47749,1194.83728,1196.962143,-0.97%
06-02-2020,1194.837269,1190.181396,1192.337539,0.21%
07-02-2020,1196.133317,1192.485352,1194.626015,0.13%
10-02-2020,1193.205349,1190.661499,1192.814416,0.03%
11-02-2020,1193.541475,1190.949463,1193.100445,0.04%
12-02-2020,1195.36534,1199.013306,1201.110112,-0.48%
13-02-2020,1209.477011,1191.717407,1193.86323,1.29%
14-02-2020,1193.445394,1170.549927,1172.837962,1.73%
17-02-2020,1175.973797,1168.437988,1170.740212,0.45%
18-02-2020,1168.198037,1164.694092,1167.021469,0.10%
19-02-2020,1173.573841,1178.085693,1180.3231,-0.58%
20-02-2020,1180.773763,1168.390015,1170.692561,0.85%
24-02-2020,1160.566144,1161.526123,1163.874784,-0.29%
25-02-2020,1155.814203,1152.262329,1154.673228,0.10%
26-02-2020,1149.57431,1151.254272,1153.671944,-0.36%
27-02-2020,1147.17431,1151.446167,1153.862549,-0.58%
28-02-2020,1128.454821,1130.518799,1133.07578,-0.41%
02-03-2020,1152.166283,1132.390747,1134.935152,1.50%
03-03-2020,1127.974785,1134.502686,1137.032901,-0.80%
04-03-2020,1131.190705,1102.871338,1105.614066,2.26%
05-03-2020,1106.855228,1105.27124,1107.997845,-0.10%
06-03-2020,1079.975925,1089.479736,1092.312435,-1.14%
