Date,Open,Close,Predicted_Open,%_error
01-01-2020,93.77016814,93.44919586,93.5810844,-0.20%
02-01-2020,93.63259709,95.78770447,95.91917602,2.44%
03-01-2020,95.32917528,92.48626709,92.61832733,-2.84%
06-01-2020,91.66089667,87.85507202,87.98795805,-4.01%
07-01-2020,89.50579346,88.17604828,88.30887708,-1.34%
08-01-2020,86.20435473,87.39654541,87.5295132,1.54%
09-01-2020,89.18482619,89.23068237,89.36332312,0.20%
10-01-2020,89.64335595,89.00141144,89.13409306,-0.57%
13-01-2020,89.32238414,89.45994568,89.59254554,0.30%
14-01-2020,89.78091434,89.68920898,89.82176797,0.05%
15-01-2020,89.50579121,89.87261963,90.00514591,0.56%
16-01-2020,89.87262326,89.551651,89.68423451,-0.21%
17-01-2020,88.03848005,89.27651978,89.40915235,1.56%
20-01-2020,89.73505465,86.84629059,86.9793565,-3.07%
21-01-2020,86.84630233,86.89215851,87.02521624,0.21%
22-01-2020,87.57995524,86.47947693,86.61260824,-1.10%
23-01-2020,86.3877574,87.02970886,87.16274206,0.90%
24-01-2020,87.12141463,87.67165375,87.80457248,0.78%
27-01-2020,85.51655488,84.69119263,84.82464281,-0.81%
28-01-2020,84.96632011,85.47070313,85.60401432,0.75%
29-01-2020,85.97508591,85.92922974,86.06245917,0.10%
30-01-2020,85.7458186,85.37899017,85.51231772,-0.27%
31-01-2020,85.74581811,85.01216125,85.14555421,-0.70%
03-02-2020,81.52731057,78.77610779,78.9106127,-3.21%
04-02-2020,79.60147083,79.87658691,80.0108956,0.51%
05-02-2020,80.24341273,80.83950806,80.97364504,0.91%
06-02-2020,81.25218874,84.04924774,84.18281239,3.61%
07-02-2020,83.95755044,84.41608429,84.54958353,0.71%
10-02-2020,84.23266072,82.62779236,82.76161047,-1.75%
11-02-2020,83.26974028,82.85705566,82.9908329,-0.33%
12-02-2020,83.04047943,80.93122101,81.06534164,-2.38%
13-02-2020,80.9312211,80.74781036,80.8819637,-0.06%
14-02-2020,80.83951388,79.28049469,79.41490966,-1.76%
17-02-2020,78.22586545,75.47466278,75.60975638,-3.34%
18-02-2020,75.42881287,74.28247833,74.41778451,-1.34%
19-02-2020,74.92442284,74.37418365,74.50947348,-0.55%
20-02-2020,73.68638773,75.42881775,75.56391952,2.55%
24-02-2020,74.19076443,73.2736969,73.40918295,-1.05%
25-02-2020,73.8239478,73.41127014,73.54673166,-0.38%
26-02-2020,72.67760905,73.5488205,73.68425749,1.39%
27-02-2020,73.36540082,71.80638885,71.94213655,-1.94%
28-02-2020,70.06396488,69.97225952,70.10833426,0.06%
02-03-2020,71.07273681,65.24935913,65.38627601,-8.00%
03-03-2020,65.34106977,66.85423279,66.9908635,2.52%
04-03-2020,66.99179479,67.22106171,67.35762701,0.55%
05-03-2020,67.12933813,67.54202271,67.67853078,0.82%
06-03-2020,64.01132714,65.79960632,65.93642509,3.01%
09-03-2020,63.91960889,63.59863663,63.73584785,-0.29%
11-03-2020,63.96546652,61.07670212,61.21436303,-4.30%
12-03-2020,56.94990126,51.95188522,52.09117319,-8.53%
13-03-2020,46.8162975,59.9303627,60.06822802,28.31%
16-03-2020,56.85819393,58.41720963,58.55534476,2.98%
17-03-2020,58.50891335,60.66402435,60.80175885,3.92%
18-03-2020,60.52646194,59.74695587,59.88485389,-1.06%
19-03-2020,55.29917264,56.35380173,56.49230479,2.16%
20-03-2020,56.90404618,58.00452805,58.14273676,2.18%
23-03-2020,52.73138867,49.38409042,49.52383626,-6.08%
24-03-2020,50.48457005,50.80554581,50.94503818,0.91%
25-03-2020,48.69628282,53.37332916,53.51236367,9.89%
26-03-2020,54.2904024,51.30993271,51.44933515,-5.23%
27-03-2020,52.54797489,49.84262466,49.98228874,-4.88%
30-03-2020,47.77922108,48.10019684,48.24017161,0.96%
31-03-2020,48.9714126,49.10897064,49.24876554,0.57%
01-04-2020,49.52164977,46.9997139,47.1398849,-4.81%
03-04-2020,46.99971157,44.66119003,44.80177802,-4.68%
07-04-2020,46.08264753,44.15680695,44.29748487,-3.87%
08-04-2020,44.01924533,44.34021759,44.48086281,1.05%
09-04-2020,44.93631165,46.67874146,46.81896969,4.19%
13-04-2020,46.67874413,45.71582031,45.85622024,-1.76%
15-04-2020,46.0367955,44.89046097,45.03100807,-2.18%
16-04-2020,45.07387178,45.48654938,45.62699019,1.23%
17-04-2020,46.999713,46.03679276,46.17713545,-1.75%
20-04-2020,46.77044702,46.95386124,47.09404041,0.69%
21-04-2020,45.66996266,44.52362823,44.66424075,-2.20%
22-04-2020,44.47777915,44.29436493,44.43501832,-0.10%
23-04-2020,44.56948477,44.43192673,44.57255559,0.01%
24-04-2020,43.69827127,42.50608063,42.64705289,-2.41%
27-04-2020,43.33144334,42.87290955,43.0138164,-0.73%
28-04-2020,43.10217687,43.37729645,43.51811336,0.97%
29-04-2020,43.60656022,44.11094666,44.25163275,1.48%
30-04-2020,44.93631386,45.11972809,45.26023431,0.72%
04-05-2020,44.01924704,42.0475502,42.18860423,-4.16%
05-05-2020,42.64364004,40.35097122,40.49232776,-5.04%
06-05-2020,40.35097344,38.79195786,38.93359239,-3.51%
07-05-2020,38.51683852,38.97537231,39.11697414,1.56%
08-05-2020,39.43390865,37.69147873,37.83330949,-4.06%
11-05-2020,38.37927561,37.59976959,37.74161671,-1.66%
12-05-2020,37.23294116,37.64562225,37.78746119,1.49%
13-05-2020,40.35097529,40.48853683,40.62986885,0.69%
14-05-2020,39.98414597,39.57146835,39.71296389,-0.68%
15-05-2020,39.57146667,38.15000916,38.29175815,-3.23%
18-05-2020,38.05830493,35.39880753,35.54104709,-6.61%
19-05-2020,35.76563409,33.47296524,33.61554821,-6.01%
20-05-2020,33.15199703,33.61053085,33.75308929,1.81%
21-05-2020,33.885651,34.4358902,34.57830147,2.04%
22-05-2020,34.57344795,34.34418106,34.48660868,-0.25%
26-05-2020,34.71100936,34.02320862,34.16569347,-1.57%
27-05-2020,34.2066204,35.3071022,35.44935812,3.63%
28-05-2020,35.35295485,35.39880753,35.54104709,0.53%
29-05-2020,35.26124998,35.71978378,35.86196612,1.70%
01-06-2020,36.40758736,38.92952347,39.07113347,7.32%
02-06-2020,39.20463872,38.6085434,38.75021063,-1.16%
03-06-2020,39.34220145,39.57146835,39.71296389,0.94%
04-06-2020,39.80073862,39.25049591,39.39204868,-1.03%
05-06-2020,39.66317634,42.64364624,42.78459397,7.87%
08-06-2020,44.01924308,41.95584106,42.09691144,-4.37%
09-06-2020,41.95584486,42.00169754,42.14275974,0.45%
10-06-2020,41.90998579,43.10217285,43.24303882,3.18%
11-06-2020,43.28558929,41.4056015,41.54676999,-4.02%
12-06-2020,38.5168375,41.68072128,41.82184072,8.58%
15-06-2020,41.45145485,42.13925552,42.2802932,2.00%
16-06-2020,43.10217452,41.13047791,41.27169545,-4.25%
17-06-2020,40.80950596,41.17633438,41.31754375,1.24%
18-06-2020,41.08462642,42.13925552,42.2802932,2.91%
19-06-2020,42.59779017,43.14802933,43.28888712,1.62%
22-06-2020,43.60656532,45.30314255,45.44361606,4.21%
23-06-2020,46.40362172,46.31191635,46.45220999,0.10%
24-06-2020,50.25529928,47.32068253,47.46079629,-5.56%
25-06-2020,46.77044766,47.68751526,47.82756361,2.26%
26-06-2020,48.51287724,47.54995346,47.69002634,-1.70%
29-06-2020,47.22897893,45.16557693,45.30607498,-4.07%
30-06-2020,45.66996655,44.56948471,44.71008905,-2.10%
01-07-2020,44.61534342,47.13727951,47.27742598,5.97%
02-07-2020,47.2748337,47.22898102,47.36911113,0.20%
03-07-2020,47.3206857,46.54117966,46.68143242,-1.35%
